AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
758,454,Deepak M,23,2,A758
759,454,Manoj Kumar,,2,A759
760,454,Kiran Y,31,1,A760
761,455,Deepak M,55,1,A761
762,456,Vijay Patil,43,2,A762
763,456,John Doe,46,1,A763
764,457,Sneha Reddy,54,2,A764
765,457,Vijay Patil,22,2,A765
766,458,Prakash Rai,37,2,A766
767,459,Anil Kumble,46,2,A767
768,459,Sneha Reddy,52,1,A768
769,459,Hari Prasad,43,1,A769
770,460,Arun Kumar,,1,A770
771,461,Pradeep N,18,2,A771
772,462,Vijay Patil,35,1,A772
773,463,Prakash Rai,33,1,A773
774,464,Ravi Teja,27,1,A774
775,465,Rohit Verma,22,2,A775
776,465,Kiran Y,42,1,A776
777,466,Hari Prasad,32,2,A777
778,467,Suresh Poojari,50,1,A778
779,468,Kiran Y,31,2,A779
780,469,Sharan B,54,2,A780
781,470,Santosh R,40,1,A781
782,471,Santosh R,35,2,A782
783,472,Sharan B,39,1,A783
784,473,Vijay Patil,,1,A784
785,474,Monica S,18,1,A785
786,474,Arun Kumar,22,2,A786
787,475,Santosh R,29,1,A787
788,475,Kiran Y,22,1,A788
789,476,Lokesh R,48,1,A789
790,476,Kiran Y,32,2,A790
791,477,Ravikumar,42,2,A791
792,478,John Doe,49,1,A792
793,479,Naveen Gowda,54,2,A793
794,479,Rahul Dev,39,1,A794
795,479,Lokesh R,25,2,A795
796,480,Jane Smith,28,1,A796
797,481,Sneha Reddy,24,2,A797
798,482,Ravi Teja,,2,A798
799,482,Manoj Kumar,44,2,A799
800,482,Sharan B,22,1,A800
801,483,Naveen Gowda,34,2,A801
802,484,Rahul Dev,18,2,A802
803,485,Santosh R,19,1,A803
804,486,Sharan B,54,1,A804
805,487,Rahul Dev,,1,A805
806,487,Deepak M,28,2,A806
807,487,John Doe,29,1,A807
808,488,Pradeep N,,1,A808
809,489,Santosh R,,1,A809
810,490,Sharan B,42,2,A810
811,491,Santosh R,25,2,A811
812,492,Vijay Patil,,1,A812
813,492,Naveen Gowda,26,2,A813
814,492,Rahul Dev,49,2,A814
815,493,Naveen Gowda,39,1,A815
816,494,Rashid Khan,51,2,A816
817,495,Jane Smith,51,2,A817
818,496,Vikram Raj,36,2,A818
819,497,Hari Prasad,46,2,A819
820,498,Sneha Reddy,52,1,A820
821,499,Suresh P,33,1,A821
822,499,Suresh P,26,1,A822
823,500,Rashid Khan,48,2,A823
